종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"395150","KODEX 웹툰&드라마","3490","-15","-0.43","3490.75","3530","3530","3465","59651","207704740","19195000000","0","5500000","FnGuide 웹툰&드라마 지수","526.86","-3.09","-0.58"
"456250","KODEX 유럽명품TOP10 STOXX","10075","-30","-0.30","10083.89","10105","10105","10040","4493","45200706","13097500000","0","1300000","STOXX Europe Luxury 10 Index(Price Return)","3483.68","-16.92","-0.48"
"400570","KODEX 유럽탄소배출권선물ICE(H)","10040","-85","-0.84","10088.51","10035","10060","10010","9676","97065378","29517600000","0","2940000","ICE EUA Carbon Futures Index(Excess Return)","1156.02","-10.92","-0.94"
"144600","KODEX 은선물(H)","6695","65","0.98","6739.49","6685","6720","6680","396539","2655512407","139256000000","0","20800000","S&P GSCI Silver Index(TR)","1201.00","0.00","0.00"
"091170","KODEX 은행","12200","-145","-1.17","12192.05","12360","12390","12095","1015376","12391607660","392840000000","0","32200000","KRX 은행","1245.02","-13.03","-1.04"
"453810","KODEX 인도Nifty50","13815","-130","-0.93","13846.55","13925","13925","13800","211235","2932588716","453822750000","0","32850000","Nifty 50 Index","24968.40","-143.05","-0.57"
"453820","KODEX 인도Nifty50레버리지(합성)","16745","-380","-2.22","16749.50","17245","17245","16710","7112","119796795","25117500000","0","1500000","Nifty 50 Index","24968.40","-143.05","-0.57"
"0000H0","KODEX 인도Nifty미드캡100","11150","-90","-0.80","11155.37","11240","11240","11095","26429","294569059","20627500000","0","1850000","Nifty Midcap 100 Index(PR)","59104.50","-414.60","-0.70"
"477730","KODEX 인도타타그룹","8980","0","0.00","9027.88","8980","9030","8952","13848","124547894","38165000000","0","4250000","Nifty India Corporate Group Index - Tata Group 25% Cap(PR)","15030.70","-41.65","-0.28"
"114800","KODEX 인버스","3490","10","0.29","3490.57","3480","3510","3465","24823048","86645302145","707423000000","0","202700000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"101280","KODEX 일본TOPIX100","22355","55","0.25","22354.48","22300","22425","22235","4100","91439393","25484700000","0","1140000","TOPIX100","1916.31","-3.62","-0.19"
"352540","KODEX 일본부동산리츠(H)","11630","-15","-0.13","11620.33","11680","11680","11625","49226","573134362","23260000000","0","2000000","Tokyo Stock Exchange REIT Index","1812.72","-7.40","-0.41"
"091180","KODEX 자동차","19685","-25","-0.13","19689.20","19710","19960","19540","396571","7823578242","500983250000","0","25450000","KRX 자동차","2016.39","-3.85","-0.19"
"385520","KODEX 자율주행액티브","8115","60","0.74","8104.05","8060","8140","8050","5932","47998158","17447250000","0","2150000","FnGuide K-미래차 지수","1494.06","26.37","1.80"
"363570","KODEX 장기종합채권(AA-이상)액티브","102160","245","0.24","102215.22","102035","102280","102035","600","61303220","243549440000","0","2384000","KAP 한국장기종합채권지수(AA-이상, 총수익)","321.56","0.85","0.27"
"273130","KODEX 종합채권(AA-이상)액티브","118655","295","0.25","118595.26","118555","118710","118510","48991","5810968516","3479439220000","0","29324000","KAP 한국종합채권지수","273.96","0.40","0.15"
"102970","KODEX 증권","14280","-320","-2.19","14263.01","14590","14590","14000","4074577","57689582826","384846000000","0","26950000","KRX 증권","1446.37","-26.63","-1.81"
"419430","KODEX 차이나2차전지MSCI(합성)","7120","115","1.64","7223.58","7005","7175","7005","18672","132593489","24920000000","0","3500000","MSCI China all shares IMI Select Batteries Index(Price Return)","1771.03","25.76","1.48"
"169950","KODEX 차이나A50","22335","210","0.95","22404.57","22565","22565","22100","2479","55134125","22335000000","0","1000000","FTSE China A50 Index","13849.11","93.09","0.68"
"428510","KODEX 차이나AI테크액티브","12925","155","1.21","12877.58","12925","12990","12770","28326","364870686","20033750000","0","1550000","Bloomberg Greater China Media & Tech Index(Price Return)","2116.54","30.31","1.45"
"283580","KODEX 차이나CSI300","12780","20","0.16","12854.62","12760","12795","12715","69643","888027708","148248000000","0","11600000","CSI 300 Index","4058.55","24.06","0.60"
"099140","KODEX 차이나H","23105","115","0.50","23215.59","23015","23230","23015","21782","503894814","47365250000","0","2050000","Hang Seng China H","8922.57","57.05","0.64"
"204450","KODEX 차이나H레버리지(H)","2855","30","1.06","2878.69","2850","2880","2835","227607","650503433","55958000000","0","19600000","Hang Seng China H","8922.57","57.05","0.64"
"415340","KODEX 차이나과창판STAR50(합성)","8070","30","0.37","8204.14","8120","8190","8070","10428","84944104","16220700000","0","2010000","STAR 50 Index(Price Return)","1007.53","1.88","0.19"
"256750","KODEX 차이나심천ChiNext(합성)","9765","5","0.05","9935.41","9815","9820","9720","25883","253316765","29793015000","0","3051000","SZSE ChiNext Price Index","2277.15","7.83","0.34"
"0065G0","KODEX 차이나테크TOP10","10210","40","0.39","10347.45","10180","10290","10100","15955","162986615","71470000000","0","7000000","Hang Seng China Tech Top 10 Select Index (HKD) (Price Return)","3109.51","44.36","1.45"
"372330","KODEX 차이나항셍테크","8445","70","0.84","8478.08","8385","8515","8385","499983","4226283186","182834250000","0","21650000","Hang Seng TECH Index","5538.83","89.98","1.65"
"0048K0","KODEX 차이나휴머노이드로봇","9195","-25","-0.27","9216.21","9235","9345","9120","638698","5893497010","66663750000","0","7250000","Solactive China Humanoid Robotics Index (CNH) (Price Return)","2557.95","-12.17","-0.47"
"117680","KODEX 철강","12595","-45","-0.36","12563.67","12640","12700","12500","110926","1395816310","24686200000","0","1960000","KRX 철강","2547.71","-8.73","-0.34"
"279540","KODEX 최소변동성","12720","60","0.47","12661.33","12720","12720","12720","1","12720","6360000000","0","500000","KRX 최소변동성지수","7575.39","-47.46","-0.62"
"445150","KODEX 친환경조선해운액티브","23820","80","0.34","23882.26","23700","23965","23550","30019","713354256","46449000000","0","1950000","FnGuide K-친환경 선박 지수","2611.02","16.08","0.62"
"495850","KODEX 코리아밸류업","12635","-50","-0.39","12635.32","12670","12755","12555","208479","2631515796","219217250000","0","17350000","코리아 밸류업 지수","1276.85","-6.17","-0.48"
"373490","KODEX 코리아혁신성장액티브","13575","10","0.07","13662.86","13655","13730","13575","1209","16537973","6787500000","0","500000","FnGuide K-이노베이션 지수","1890.24","9.88","0.53"
"229200","KODEX 코스닥150","13705","120","0.88","13777.66","13655","13760","13595","12356931","169312704063","1395854250000","0","101850000","코스닥 150","1381.13","11.66","0.85"
"233740","KODEX 코스닥150레버리지","9380","170","1.85","9413.54","9300","9460","9240","26684562","249557637719","1988560000000","0","212000000","코스닥 150","1381.13","11.66","0.85"
"360150","KODEX 코스닥150롱코스피200숏선물","8420","80","0.96","8397.94","8365","8435","8345","8366","70329885","7578000000","0","900000","코스닥150 롱 100% 코스피200 숏 100% 선물지수","1015.22","9.16","0.91"
"251340","KODEX 코스닥150선물인버스","3360","-25","-0.74","3389.74","3375","3385","3345","28276776","95131616271","272160000000","0","81000000","F-코스닥150 지수","1592.86","9.04","0.57"
"461450","KODEX 코스닥글로벌","13340","185","1.41","13400.00","13415","13455","13300","7060","94217805","13340000000","0","1000000","코스닥 글로벌 지수","1726.26","20.18","1.18"
"226490","KODEX 코스피","32590","-40","-0.12","32569.90","32630","32760","32375","383408","12471920751","527958000000","0","16200000","코스피","3187.91","-4.38","-0.14"
"237350","KODEX 코스피100","33130","-50","-0.15","33179.79","33280","33390","32970","112872","3738851347","122581000000","0","3700000","코스피 100","3218.87","-3.33","-0.10"
"359210","KODEX 코스피TR","16255","-25","-0.15","16247.44","16270","16320","16160","9330","151339659","60143500000","0","3700000","코스피 TR","4124.40","-5.67","-0.14"
"337140","KODEX 코스피대형주","15315","-35","-0.23","15352.56","15455","15455","15270","24314","372160595","15315000000","0","1000000","코스피 대형주","3177.86","-2.44","-0.08"
"138920","KODEX 콩선물(H)","11005","150","1.38","11038.48","10970","11005","10910","3903","42767435","5502500000","0","500000","S&P GSCI Soybeans Index(TR)","5685.38","0.00","0.00"
"244660","KODEX 퀄리티Plus","9495","-105","-1.09","9539.79","9530","9530","9475","32","304005","4747500000","0","500000","FnGuide 퀄리티 Plus 지수","2351.99","-8.47","-0.36"
"375770","KODEX 탄소효율그린뉴딜","10600","-30","-0.28","10633.76","10650","10670","10595","7426","78944350","25440000000","0","2400000","KRX/S&P 탄소효율 그린뉴딜지수","1780.36","-0.98","-0.06"
"459560","KODEX 테슬라밸류체인FactSet","15420","110","0.72","15478.55","15380","15450","15380","15608","240400717","20046000000","0","1300000","FactSet TSLA Value Chain Index(PR)","510.82","4.34","0.86"
"475080","KODEX 테슬라커버드콜채권혼합액티브","8730","10","0.11","8728.82","8715","8735","8695","290446","2531429331","309042000000","0","35400000","KEDI 테슬라 인컴 프리미엄 밸런스드 지수(TR)","1521.56","0.39","0.03"
"266410","KODEX 필수소비재","8635","-160","-1.82","8614.81","8775","8775","8520","58047","498550936","17270000000","0","2000000","KRX 필수소비재","1560.53","-29.81","-1.87"
"298770","KODEX 한국대만IT프리미어","29210","430","1.49","29276.38","29105","29430","29000","3890","113829697","32131000000","0","1100000","한국 대만 IT 프리미어지수","4188.74","51.14","1.24"
"476800","KODEX 한국부동산리츠인프라","4680","15","0.32","4678.35","4675","4680","4655","1443890","6742681767","362232000000","0","77400000","KRX 부동산리츠인프라 지수","1316.57","2.86","0.22"
"450190","KODEX 한중반도체(합성)","16985","0","0.00","17021.53","0","0","0","0","0","10191000000","0","600000","KRX CSI 한·중 반도체지수","4103.06","11.13","0.27"
"450180","KODEX 한중전기차(합성)","8555","110","1.30","8617.09","0","0","0","0","0","5560750000","0","650000","KRX CSI 한·중 전기차지수","3609.45","59.39","1.67"
"266420","KODEX 헬스케어","19530","30","0.15","19562.69","19620","19765","19375","121735","2379297560","74214000000","0","3800000","KRX 헬스케어","4417.52","1.93","0.04"
"364690","KODEX 혁신기술테마액티브","16765","15","0.09","16761.51","16750","16830","16655","303","5066380","10059000000","0","600000","코스피","3187.91","-4.38","-0.14"
"487130","KoAct AI인프라액티브","10580","15","0.14","10629.45","10620","10660","10550","7304","77414145","6877000000","0","650000","Solactive AI인프라 지수","2964.80","5.94","0.20"
"0074K0","KoAct K수출핵심기업TOP30액티브","10520","-65","-0.61","10524.01","10620","10620","10430","615541","6445412615","63646000000","0","6050000","KEDI K수출핵심기업TOP30 지수(PR)","4491.07","32.00","0.72"
"471040","KoAct 글로벌AI&로봇액티브","16550","255","1.56","16495.03","16335","16550","16335","105834","1744910120","73647500000","0","4450000","iSelect 글로벌AI&로봇PR지수","4869.82","6.83","0.14"
"0020H0","KoAct 글로벌양자컴퓨팅액티브","14540","585","4.19","14509.58","14350","14550","14330","50396","724715448","9451000000","0","650000","FactSet 글로벌양자컴퓨팅 PR 지수","525.85","8.61","1.66"
"475070","KoAct 글로벌친환경전력인프라액티브","18065","375","2.12","18047.40","17780","18070","17780","3123","56398600","9032500000","0","500000","Solactive 글로벌친환경전력인프라 PR지수","5040.15","107.57","2.18"
"0015B0","KoAct 미국나스닥성장기업액티브","11815","155","1.33","11767.17","11820","11850","11755","180661","2131048311","38398750000","0","3250000","나스닥 종합주가지수","20895.65","10.01","0.05"
"490330","KoAct 미국뇌질환치료제액티브","8845","15","0.17","8906.29","8995","8995","8835","3533","31307727","6191500000","0","700000","Solactive 미국뇌질환치료제 PR 지수","1955.54","-42.26","-2.12"
"497780","KoAct 미국천연가스인프라액티브","9040","0","0.00","9095.38","9040","9070","9000","19465","175983733","21696000000","0","2400000","Solactive 미국천연가스인프라 PR 지수","1669.78","18.94","1.15"
"462900","KoAct 바이오헬스케어액티브","16985","195","1.16","17010.43","16925","17190","16730","772177","13076220655","171548500000","0","10100000","iSelect 바이오헬스케어 PR 지수","2980.17","25.85","0.87"
"476850","KoAct 배당성장액티브","11840","-125","-1.04","11851.67","12025","12025","11765","60898","722639545","26048000000","0","2200000","코스피","3187.91","-4.38","-0.14"
"0051A0","KoAct 브로드컴밸류체인액티브","11860","135","1.15","11971.37","11815","11950","11815","47154","560066605","11267000000","0","950000","FactSet 브로드컴밸류체인 지수","461.33","4.75","1.04"
"495230","KoAct 코리아밸류업액티브","12745","-35","-0.27","12715.09","12780","12850","12635","296784","3762283727","48431000000","0","3800000","코리아 밸류업 지수","1276.85","-6.17","-0.48"
"482030","KoAct 테크핵심소재공급망액티브","7095","215","3.13","7104.36","6970","7130","6970","7233","51261105","3902250000","0","550000","iSelect 테크핵심소재공급망","2825.77","70.92","2.57"
"152100","PLUS 200","44050","-5","-0.01","44071.16","44200","44245","43820","320850","14136753640","742242500000","0","16850000","코스피 200","431.10","-0.54","-0.13"
"491220","PLUS 200TR","50840","-40","-0.08","50865.08","51000","51000","50570","164","8322445","38130000000","0","750000","코스피 200 TR","563.80","-0.71","-0.13"
"253150","PLUS 200선물레버리지","46315","-125","-0.27","46290.44","46470","46850","45880","1299","60485181","11578750000","0","250000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"253160","PLUS 200선물인버스2X","2700","10","0.37","2694.62","2700","2720","2675","17032","46056235","3915000000","0","1450000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"395750","PLUS ESG가치주액티브","9835","-10","-0.10","9811.49","9885","9885","9745","70","685330","5409250000","0","550000","FnGuide 한화 ESG 가치 지수","1480.54","-5.21","-0.35"
"395760","PLUS ESG성장주액티브","10610","5","0.05","10580.65","10620","10620","10530","1279","13489295","10079500000","0","950000","FnGuide 한화 ESG 성장 지수","1720.87","-6.83","-0.40"
